Fair-Trade Score,Panel Test,PackagingDatumTijdEind,Gewichtscontrole,Roosterprofiel,Cyclustijd,GrindingApparaat,Opmerkingen,Batchnr,GrindingDatumTijdEind,GrindingID,LeverancierLevertijd,Koffieboon,Registratiedatum,Benuttingsgraad,Voorraadniveaus,FillingID,Duurzaamheid Score,GrindingDatumTijdStart,FillingApparaat,PackagingApparaat,Cost,FillingDatumTijdStart,PackagingDatumTijdStart,PackagingID,ProcessTime,Herkomst,Audit van Leverancier,CO2-Footprint,Klantretourpercentage,Risicokwalificatie,FillingDatumTijdEind,Klanttevredenheid,Leveranciersbeoordeling,Laatste Audit,Defectpercentage,Energieverbruik
40,Voldoet,2020-12-02 23:36:05.885126,1.04 kg,Medium,-5 uur,Grinder 2,Geen,7783,2020-12-02 21:54:38.391850,1876,15 dagen,Robusta,2022-08-07,68.52%,-999,646,41,2020-12-02 21:35:02,Filling Machine 3,Packager 5,503.71 euros,2020-12-02 22:21:45.985575,2020-12-02 23:34:34.639419,2189,4.07 hours,Bolivia,Herziening vereist,8.42 kg CO2/kg,0.87%,Zeer Hoog,2020-12-02 22:39:54.682920,4,4.0,,3.00%,229.0 kWh
58,Voldoet,2020-04-02 11:17:00.918127,1.35 kg,Medium,4.03 uur,Grinder 2,Geen,8945,2020-04-02 08:40:33.063469,527,19 dagen,Robusta,2022-05-11,86.14%,300 units,2045,36,2020-04-02 08:32:21,Filling Machine 5,Packager 3,501.40 euros,2020-04-02 09:14:02.568068,2020-04-02 10:42:45.886996,1633,4.03 hours,Laos,Afgekeurd,,0.54%,Zeer Hoog,2020-04-02 09:28:11.586631,1,4.0,2022-08-12,0.51%,370.0 kWh
42,Voldoet,2022-01-13 01:30:25.264937,0.86 kg,Medium,4.36 uur,Grinder 1,Geen,9241,2022-01-12 22:53:14.539401,4203,21 dagen,Robusta,2023-02-27,80.09%,200 units,5197,42,2022-01-12 22:30:18,Filling Machine 5,Packager 2,517.99 euros,2022-01-12 23:25:21.538930,2022-01-13 00:47:31.865624,7510,4.36 hours,Uganda,Goedgekeurd,,1.25%,Hoog,2022-01-12 23:35:30.057485,2,5.0,,3.47%,373.0 kWh
50,Voldoet,2022-01-06 13:14:51.574516,0.96 kg,Medium,abc uur,Grinder 1,Uitstekende kwaliteit,4427,2022-01-06 10:56:43.838455,4159,18 dagen,Robusta,2021-05-17,70.40%,200 units,478,42,2022-01-06 10:37:43,Filling Machine 5,Packager 4,526.34 euros,2022-01-06 11:44:53.188350,2022-01-06 12:49:34.179135,8047,4.53 hours,Filipijnen,Goedgekeurd,3.01 kg CO2/kg,0.31%,Laag,2022-01-06 11:56:46.417852,3,1.0,2021-09-01,2.31%,433.0 kWh
55,Voldoet,2020-10-19 02:33:08.293677,0.80 kg,Licht,4.31 uur,Grinder 1,Geen,6499,2020-10-18 23:51:36.575713,1624,8 dagen,Excelsa,2023-11-25,88.28%,300 units,8355,61,2020-10-18 23:40:22,Filling Machine 3,Packager 1,515.58 euros,2020-10-19 00:21:11.620586,2020-10-19 01:50:31.223076,7942,4.31 hours,Malawi,Afgekeurd,4.22 kg CO2/kg,0.80%,Kritiek,2020-10-19 00:42:44.460950,4,3.0,2024-02-13,3.02%,460.0 kWh
40,Voldoet,2023-10-07 22:38:42.833458,0.76 kg,Medium-Donker,4.01 uur,Grinder 5,Herziening vereist,7439,2023-10-07 19:26:50.717683,0000,11 dagen,Arabica,2020-11-11,60.97%,400 units,4646,36,31-02-2025 25:61:61,Filling Machine 4,Packager 4,500.69 euros,2023-10-07 20:01:17.517062,2023-10-07 21:55:13.446285,283,4.01 hours,Peru,Afgekeurd,4.71 kg CO2/kg,1.04%,Kritiek,2023-10-07 20:18:39.044541,7,8.0,2021-11-07,2.21%,255.0 kWh
52,Voldoet niet,2020-12-29 03:21:34.201620,1.22 kg,Medium,5.46 uur,Grinder 4,Geen,7487,2020-12-29 00:52:19.827818,2015,8 dagen,Arabica,2023-02-09,90.39%,300 units,3109,71,2020-12-29 00:32:01,Filling Machine 2,Packager 4,NaN,2020-12-29 01:27:27.023895,2020-12-29 02:43:42.717137,9140,5.46 hours,Uganda,Afgekeurd,5.09 kg CO2/kg,0.83%,Kritiek,2020-12-29 01:51:14.077877,5,4.0,2023-07-11,0.96%,203.0 kWh
43,Voldoet,2023-06-23 20:23:19.204968,1.32 kg,Medium,4.10 uur,Grinder 5,Geen,9583,2023-06-23 18:21:05.582402,7170,9 dagen,Arabica,2023-09-06,82.97%,300 units,7386,36,2023-06-23 18:04:23,Filling Machine 3,Packager 3,505.25 euros,2023-06-23 18:48:52.064536,2023-06-23 20:08:10.267256,3722,4.10 hours,Panama,Goedgekeurd,8.24 kg CO2/kg,1.06%,Matig,2023-06-23 18:55:19.299886,5,6.0,2023-12-02,1.15%,182.0 kWh
41,Voldoet,onbekend,,Licht,4.08 uur,Grinder 1,Uitstekende kwaliteit,8617,2020-02-19 09:39:55.760793,280,18 dagen,Liberica,2022-04-02,63.52%,100 units,8857,73,2020-02-19 09:19:13,Filling Machine 5,Packager 1,504.23 euros,onbekend,2020-02-19 11:53:16.890515,7903,4.08 hours,Zimbabwe,Goedgekeurd,4.01 kg CO2/kg,1.35%,Matig,2020-02-19 10:51:03.182985,4,5.0,2022-07-07,2.04%,323.0 kWh
12,Voldoet,2021-05-12 09:11:43.081636,0.86 kg,Medium-Donker,-5 uur,Grinder 2,Geen,8957,2021-05-12 07:44:18.450138,2787,23 dagen,Arabica,2022-09-23,63.47%,300 units,2054,29,2021-05-12 07:27:07,Filling Machine 5,,478.14 euros,2021-05-12 08:24:04.308950,2021-05-12 08:48:43.541892,2856,3.56 hours,Rwanda,Goedgekeurd,6.22 kg CO2/kg,0.00%,Laag,2021-05-12 08:35:09.854539,3,3.0,2022-10-25,1.50%,260.0 kWh
37,Voldoet,2023-03-29 13:40:25.186900,1.28 kg,Licht,3.14 uur,Grinder 2,Geen,9633,2023-03-29 11:33:29.550179,6710,22 dagen,Excelsa,2022-05-16,63.92%,200 units,9349,35,onbekend,Filling Machine 2,Packager 3,457.03 euros,2023-03-29 11:54:58.568267,2023-03-29 13:22:33.032916,2209,3.14 hours,Guatemala,Goedgekeurd,3.68 kg CO2/kg,0.59%,Hoog,2023-03-29 12:20:16.206477,5,1.0,,1.08%,264.0 kWh
61,Voldoet,2023-06-22 11:35:35.133227,0.85 kg,Medium,3.58 uur,Grinder 1,Geen,9015,2023-06-22 09:01:04.789836,7165,14 dagen,Robusta,2023-08-11,76.57%,500 units,5022,31,2023-06-22 08:39:35,Filling Machine 2,Packager 1,479.02 euros,2023-06-22 09:32:52.968048,2023-06-22 11:20:45.295206,1447,3.58 hours,Ethiopië,Afgekeurd,7.52 kg CO2/kg,0.70%,Matig,2023-06-22 09:49:53.311663,3,3.0,2024-04-30,1.98%,425.0 kWh
73,Voldoet,2021-08-09 01:25:10.523524,0.71 kg,Medium,3.55 uur,Grinder 5,Geen,2130,2021-08-08 23:05:48.200940,3301,26 dagen,Liberica,2021-08-08,76.57%,9999999,418,53,2021-08-08 23:02:00,Filling Machine 1,Packager 5,477.62 euros,2021-08-08 23:46:57.020672,2021-08-09 00:56:48.465410,2481,3.55 hours,Kameroen,Herziening vereist,5.97 kg CO2/kg,1.52%,Matig,2021-08-08 23:58:45.786189,7,3.0,2022-06-12,3.82%,194.0 kWh
36,Voldoet,2021-02-10 00:25:44.005881,1.06 kg,Medium,3.86 uur,Grinder 5,Geen,8959,2021-02-09 21:44:58.511284,0000,17 dagen,Robusta,2022-02-21,93.40%,200 units,908,62,2021-02-09 21:26:31,Filling Machine 2,Packager 4,492.82 euros,2021-02-09 22:24:56.904747,2021-02-09 23:47:17.298803,2644,3.86 hours,Tanzania,Herziening vereist,10.00 kg CO2/kg,0.68%,Hoog,2021-02-09 22:36:39.548497,4,,2022-08-24,0.91%,250.0 kWh
53,Voldoet gedeeltelijk,2022-01-03 09:12:26.077353,0.78 kg,Licht,4.55 uur,Grinder 5,Geen,7854,2022-01-03 06:51:38.883824,4141,15 dagen,Arabica,2022-04-13,80.01%,,2257,30,2022-01-03 06:30:20,Filling Machine 5,Packager 2,527.72 euros,0000-00-00 00:00:00,2022-01-03 08:50:23.370520,2266,4.55 hours,Bolivia,Herziening vereist,,0.23%,Hoog,2022-01-03 07:23:26.872828,5,7.0,2022-10-09,3.60%,192.0 kWh
42,Voldoet,2022-10-16 19:08:23.667322,1.50 kg,Medium,3.19 uur,Grinder 2,Geen,1150,2022-10-16 16:34:50.572254,5785,13 dagen,Arabica,2023-08-03,57.17%,200 units,7520,67,2022-10-16 16:18:44,Filling Machine 5,Packager 4,459.31 euros,31-02-2025 25:61:61,2022-10-16 18:10:25.959130,3887,3.19 hours,Vietnam,Goedgekeurd,9.50 kg CO2/kg,1.15%,Hoog,2022-10-16 17:22:11.408520,2,6.0,2023-11-06,1.90%,158.0 kWh
49,Voldoet,2023-01-05 04:40:16.403080,0.96 kg,Medium-Donker,4.25 uur,Grinder 1,Herziening vereist,7296,2023-01-05 02:19:22.040041,6248,11 dagen,Robusta,2020-10-28,65.57%,200 units,5908,33,2023-01-05 02:10:23,Filling Machine 4,Packager 2,512.34 euros,2023-01-05 02:43:26.411179,2023-01-05 04:13:46.548546,6400,4.25 hours,El Salvador,Goedgekeurd,,1.06%,Matig,2023-01-05 02:54:05.539450,-3,2.0,2021-02-28,2.94%,389.0 kWh
11,Voldoet gedeeltelijk,2023-01-19 04:26:07.930332,1.24 kg,Medium,4.53 uur,Grinder 2,Geen,2100,2023-01-19 02:24:58.442261,6331,5 dagen,Robusta,2021-07-05,83.84%,200 units,5319,31,2023-01-19 02:08:09,Filling Machine 4,Packager 4,526.60 euros,2023-01-19 02:51:55.315889,2023-01-19 03:58:24.014693,4650,4.53 hours,Ecuador,Goedgekeurd,3.27 kg CO2/kg,0.75%,Matig,2023-01-19 03:08:02.156486,7,5.0,2022-02-01,1.18%,248.0 kWh
18,Voldoet,2020-10-28 20:57:04.255799,0.80 kg,Medium,3.53 uur,Grinder 3,Geen,9923,2020-10-28 18:23:04.696550,1689,22 dagen,Arabica,2020-06-22,65.63%,300 units,7653,44,2020-10-28 18:00:23,Filling Machine 5,Packager 1,476.30 euros,2020-10-28 19:14:18.808864,2020-10-28 20:18:38.388583,2408,3.53 hours,Costa Rica,Goedgekeurd,1.07 kg CO2/kg,0.56%,Matig,2020-10-28 19:29:13.071049,6,3.0,2020-08-29,3.13%,236.0 kWh
64,Voldoet,2021-03-21 20:47:25.483148,0.98 kg,Licht,5.67 uur,Grinder 4,Geen,5759,2021-03-21 19:06:33.467033,2497,17 dagen,Arabica,2023-07-18,65.78%,200 units,8745,73,2021-03-21 18:57:33,Filling Machine 4,Packager 5,583.73 euros,2021-03-21 19:13:04.329171,2021-03-21 19:49:56.092474,932,5.67 hours,Bolivia,Goedgekeurd,7.18 kg CO2/kg,1.56%,Matig,2021-03-21 19:22:26.870137,6,7.0,2023-09-02,2.94%,264.0 kWh
93,Voldoet niet,2023-03-05 12:59:42.260899,1.26 kg,Medium,5.32 uur,Grinder 3,Geen,6592,2023-03-05 10:35:04.349767,6579,18 dagen,Arabica,2022-06-16,87.80%,500 units,6375,70,2023-03-05 10:20:23,Filling Machine 4,Packager 4,565.94 euros,2023-03-05 10:40:48.540784,2023-03-05 12:18:11.990398,6613,5.32 hours,Nicaragua,Goedgekeurd,3.53 kg CO2/kg,1.08%,Laag,2023-03-05 10:52:18.840517,5,5.0,2023-01-01,2.59%,339.0 kWh
61,Voldoet gedeeltelijk,2021-09-22 03:31:07.808461,0.97 kg,Medium,3.29 uur,Grinder 3,Uitstekende kwaliteit,5392,2021-09-22 01:18:00.413352,3545,24 dagen,Robusta,2022-07-08,58.13%,200 units,8970,46,2021-09-22 01:04:32,Filling Machine 5,,464.38 euros,2021-09-22 01:47:31.406727,2021-09-22 03:08:10.775171,7572,3.29 hours,Thailand,Goedgekeurd,6.11 kg CO2/kg,2.00%,Hoog,2021-09-22 01:59:51.936415,5,5.0,2023-01-16,4.03%,258.0 kWh
55,Voldoet,2022-06-05 16:12:30.869998,0.94 kg,Licht,,Grinder 2,Herziening vereist,3362,2022-06-05 13:37:11.259594,5043,8 dagen,Liberica,2023-12-14,83.53%,500 units,5335,23,2022-06-05 13:17:20,Filling Machine 2,Packager 2,453.00 euros,2022-06-05 14:08:18.048833,2022-06-05 15:55:54.352990,9140,3.06 hours,Puerto Rico,Goedgekeurd,4.96 kg CO2/kg,0.00%,Hoog,2022-06-05 14:26:12.264067,4,7.0,2024-11-06,2.27%,196.0 kWh
59,Voldoet gedeeltelijk,2023-02-08 08:20:54.698205,0.98 kg,Medium,4.11 uur,Grinder 4,Uitstekende kwaliteit,6740,2023-02-08 05:59:44.736724,6446,20 dagen,Liberica,2021-05-21,72.92%,500 units,6286,55,2023-02-08 05:31:16,Filling Machine 1,Packager 2,505.50 euros,2023-02-08 06:27:46.213306,2023-02-08 07:52:02.993767,7149,4.11 hours,Myanmar,Afgekeurd,6.53 kg CO2/kg,0.54%,Hoog,2023-02-08 06:53:18.516326,999,5.0,2021-09-12,0.02%,234.0 kWh
77,Voldoet,2021-05-02 20:04:24.858283,0.57 kg,Medium,3.66 uur,Grinder 2,Uitstekende kwaliteit,8564,2021-05-02 18:22:42.004153,2723,19 dagen,Arabica,2022-01-21,78.15%,200 units,9797,57,2021-05-02 18:03:10,Filling Machine 1,Packager 5,483.15 euros,2021-05-02 18:53:51.144022,2021-05-02 19:59:06.594943,7928,3.66 hours,Indonesië,Goedgekeurd,3.04 kg CO2/kg,0.00%,Matig,2021-05-02 19:05:44.322509,7,5.0,2022-05-08,2.29%,336.0 kWh
46,Voldoet,2022-11-20 10:42:32.240417,0.90 kg,Donker,2.95 uur,Grinder 2,Geen,1716,2022-11-20 08:11:14.137240,5962,18 dagen,Arabica,2021-06-28,65.83%,400 units,8747,58,2022-11-20 07:53:21,Filling Machine 4,Packager 1,447.59 euros,0000-00-00 00:00:00,2022-11-20 10:09:13.691882,2764,2.95 hours,Venezuela,Afgekeurd,5.97 kg CO2/kg,1.78%,Hoog,2022-11-20 08:50:40.959648,5,4.0,2021-08-18,1.49%,-100 kWh
58,Voldoet,2022-08-14 11:52:46.986237,,Medium-Donker,2.82 uur,Grinder 3,Geen,2294,2022-08-14 09:19:07.799915,5431,8 dagen,Robusta,2022-06-23,83.44%,100 units,880,49,2022-08-14 09:05:51,Filling Machine 1,Packager 5,440.77 euros,2022-08-14 09:52:09.093218,2022-08-14 11:24:48.391121,1474,2.82 hours,Venezuela,Goedgekeurd,5.12 kg CO2/kg,0.76%,Matig,2022-08-14 10:03:32.348451,6,6.0,2022-11-24,0.00%,285.0 kWh
35,Voldoet,2022-12-13 15:01:59.264220,1.13 kg,Medium-Donker,4.43 uur,Grinder 1,Geen,1877,2022-12-13 13:38:09.457865,6116,11 dagen,Excelsa,2021-06-23,68.31%,300 units,6576,46,2022-12-13 13:16:08,Filling Machine 2,Packager 3,521.56 euros,2022-12-13 13:46:32.052324,2022-12-13 14:33:50.235186,2446,4.43 hours,Madagascar,Herziening vereist,8.09 kg CO2/kg,1.03%,Zeer Hoog,2022-12-13 14:08:33.067999,5,5.0,2022-03-31,1.77%,409.0 kWh
61,Voldoet,2021-12-06 22:42:46.723563,1.29 kg,Licht,5.34 uur,Grinder 3,Geen,9553,2021-12-06 20:33:46.749262,3987,15 dagen,Arabica,2021-12-15,71.92%,-999,2178,75,2021-12-06 20:09:22,Filling Machine 1,Packager 3,566.80 euros,2021-12-06 21:05:56.037170,2021-12-06 22:09:54.516985,5726,5.34 hours,Zambia,Goedgekeurd,5.48 kg CO2/kg,0.22%,Matig,2021-12-06 21:18:15.706942,-3,4.0,2022-10-17,3.34%,279.0 kWh
39,Voldoet,2023-04-19 20:46:24.631565,1.27 kg,Medium,,Grinder 3,Geen,5201,2023-04-19 19:04:46.012936,6804,7 dagen,Arabica,2022-06-14,73.26%,500 units,4024,65,0000-00-00 00:00:00,Filling Machine 1,Packager 3,503.08 euros,2023-04-19 19:28:49.607618,2023-04-19 20:16:49.088715,7616,4.06 hours,Tanzania,Afgekeurd,6.89 kg CO2/kg,1.76%,Matig,2023-04-19 19:41:08.635875,5,2.0,2022-07-24,1.19%,204.0 kWh
52,Voldoet gedeeltelijk,0000-00-00 00:00:00,1.02 kg,Medium-Donker,4.48 uur,Grinder 1,Geen,1951,2023-07-12 13:53:30.824205,7268,24 dagen,Arabica,2021-09-15,68.56%,400 units,4528,60,2023-07-12 13:33:41,Filling Machine 3,Packager 4,524.05 euros,2023-07-12 14:27:42.912854,2023-07-12 15:25:26.322153,7926,4.48 hours,Myanmar,Afgekeurd,10.00 kg CO2/kg,1.15%,Hoog,2023-07-12 14:38:17.807929,3,9.0,2022-02-02,2.16%,386.0 kWh
34,Voldoet,2022-08-31 18:41:34.540938,1.08 kg,Medium,3.82 uur,Grinder 2,Geen,5439,2022-08-31 15:57:07.978341,5520,5 dagen,Arabica,2022-11-09,63.72%,300 units,3744,44,2022-08-31 15:39:25,Filling Machine 4,Packager 3,491.20 euros,2022-08-31 16:31:01.788117,2022-08-31 18:00:05.229189,4126,3.82 hours,Kameroen,Herziening vereist,4.33 kg CO2/kg,1.42%,Matig,2022-08-31 16:47:07.265938,8,3.0,2023-06-06,1.80%,282.0 kWh
61,Voldoet,onbekend,1.05 kg,Medium-Donker,4.57 uur,Grinder 1,Geen,7927,2020-10-12 12:23:06.759038,1577,23 dagen,Excelsa,2022-10-08,69.78%,200 units,9129,45,2020-10-12 12:09:18,Filling Machine 4,Packager 2,528.62 euros,2020-10-12 12:45:14.543769,2020-10-12 14:25:18.240511,8828,4.57 hours,Rwanda,Afgekeurd,7.70 kg CO2/kg,0.80%,Hoog,onbekend,7,7.0,2023-01-13,2.53%,429.0 kWh
53,Voldoet gedeeltelijk,2023-10-31 05:24:29.381073,1.04 kg,Medium,4.42 uur,Grinder 2,Geen,1352,2023-10-31 02:56:42.302246,7855,9 dagen,Arabica,2020-07-11,61.13%,300 units,8708,63,2023-10-31 02:25:21,Filling Machine 5,Packager 1,521.02 euros,2023-10-31 03:27:45.894494,2023-10-31 04:38:24.033520,9481,4.42 hours,Zambia,Goedgekeurd,4.82 kg CO2/kg,1.23%,Matig,2023-10-31 03:46:38.206026,3,9.0,2021-04-26,1.16%,229.0 kWh
62,Voldoet gedeeltelijk,2020-04-09 19:13:05.918969,1.19 kg,Medium-Donker,4.69 uur,Grinder 4,Geen,4752,2020-04-09 17:01:20.780128,0000,9 dagen,Arabica,2020-04-01,80.18%,300 units,4094,53,2020-04-09 16:46:49,Filling Machine 2,Packager 4,534.56 euros,2020-04-09 17:42:20.712032,2020-04-09 18:58:27.562866,1868,4.69 hours,Jemen,Goedgekeurd,5.06 kg CO2/kg,0.39%,Hoog,2020-04-09 18:05:25.805263,999,4.0,2020-09-23,3.12%,193.0 kWh
81,Voldoet gedeeltelijk,2023-01-23 18:21:05.980794,1.03 kg,Licht,5.56 uur,Grinder 4,Geen,7047,2023-01-23 16:15:48.979044,6358,14 dagen,Arabica,2022-03-09,67.68%,500 units,1903,46,2023-01-23 15:58:37,Filling Machine 2,Packager 5,577.95 euros,2023-01-23 16:44:21.176957,2023-01-23 18:00:36.425447,1014,5.56 hours,Peru,Afgekeurd,4.87 kg CO2/kg,1.02%,Hoog,2023-01-23 16:58:19.076182,6,,2022-07-31,3.17%,180.0 kWh
41,Voldoet,2022-11-18 03:44:00.583632,1.31 kg,Licht,5.18 uur,Grinder 3,Herziening vereist,5092,2022-11-18 01:59:49.686277,5946,17 dagen,Robusta,2023-12-07,70.91%,500 units,6209,46,2022-11-18 01:33:10,Filling Machine 3,Packager 5,559.12 euros,2022-11-18 02:21:51.593703,2022-11-18 03:24:29.426170,1739,5.18 hours,Ecuador,Afgekeurd,6.39 kg CO2/kg,0.86%,Zeer Hoog,2022-11-18 02:35:09.187671,3,-16.0,2024-07-26,1.84%,270.0 kWh
33,Voldoet,2021-02-17 09:31:13.461556,1.46 kg,Medium,5.51 uur,Grinder 5,Herziening vereist,1635,2021-02-17 07:41:50.683385,2316,11 dagen,Liberica,2023-12-16,81.07%,200 units,9228,47,2021-02-17 07:40:12,Filling Machine 2,Packager 2,575.35 euros,2021-02-17 08:08:21.086807,2021-02-17 09:10:26.806467,9951,500 hours,Kameroen,Afgekeurd,5.97 kg CO2/kg,1.53%,Hoog,2021-02-17 08:30:46.794837,6,4.0,2024-11-17,2.10%,262.0 kWh
38,Voldoet niet,2022-07-25 15:23:03.040837,1.10 kg,Medium,3.48 uur,Grinder 4,Geen,6223,2022-07-25 13:00:06.560032,5314,12 dagen,Liberica,2021-04-17,85.93%,300 units,7014,64,2022-07-25 12:44:00,Filling Machine 4,Packager 3,,2022-07-25 13:28:25.245933,2022-07-25 15:00:29.779244,3042,3.48 hours,Indonesië,Goedgekeurd,2.54 kg CO2/kg,1.83%,Hoog,2022-07-25 13:34:17.998457,7,4.0,2021-09-08,3.47%,229.0 kWh
41,Voldoet,2020-08-21 17:17:17.821309,1.02 kg,Licht,???,Grinder 4,Herziening vereist,9209,2020-08-21 15:27:34.136529,1269,9 dagen,Liberica,2023-12-01,81.02%,400 units,3915,47,2020-08-21 14:58:15,Filling Machine 1,Packager 5,521.17 euros,2020-08-21 16:07:22.289080,2020-08-21 16:42:03.266167,3470,4.42 hours,Ecuador,Goedgekeurd,3.80 kg CO2/kg,0.33%,Laag,2020-08-21 16:21:01.987423,7,4.0,,2.51%,259.0 kWh
41,Voldoet,2021-02-20 07:18:43.988291,1.23 kg,Medium-Donker,3.76 uur,Grinder 4,Geen,9387,2021-02-20 05:24:12.316248,XXXX,16 dagen,Liberica,2022-10-02,72.47%,500 units,9687,69,2021-02-20 05:06:09,Filling Machine 5,Packager 1,,2021-02-20 05:53:25.581700,2021-02-20 07:03:50.014814,4184,3.76 hours,Indonesië,Afgekeurd,7.36 kg CO2/kg,0.12%,Kritiek,2021-02-20 06:01:33.686852,1,4.0,2023-06-19,2.58%,252.0 kWh
29,Voldoet,2022-12-08 06:27:51.742413,0.90 kg,Medium,3.81 uur,Grinder 2,Geen,8861,2022-12-08 03:58:42.041078,6077,11 dagen,Robusta,2023-07-22,76.87%,500 units,6984,52,2022-12-08 03:37:21,Filling Machine 4,Packager 4,490.75 euros,2022-12-08 04:34:58.668995,2022-12-08 06:03:29.425110,5345,3.81 hours,Dominicaanse Republiek,Goedgekeurd,1.19 kg CO2/kg,1.55%,Matig,2022-12-08 04:45:50.736184,999,7.0,2024-02-11,1.24%,onbekend
63,Voldoet,2021-10-02 02:40:42.115212,1.03 kg,Medium-Donker,3.91 uur,Grinder 3,Uitstekende kwaliteit,2602,2021-10-02 00:07:17.984105,3604,13 dagen,Arabica,2022-02-07,83.80%,400 units,740,46,2021-10-01 23:52:24,Filling Machine 1,Packager 2,495.52 euros,2021-10-02 00:27:20.395725,2021-10-02 02:01:30.755728,1516,3.91 hours,Puerto Rico,Goedgekeurd,3.06 kg CO2/kg,0.72%,Matig,31-02-2025 25:61:61,2,3.0,2022-12-28,1.87%,246.0 kWh
0,Voldoet niet,2021-10-09 14:52:01.265345,0.88 kg,Medium,4.13 uur,Grinder 3,Geen,7918,2021-10-09 12:24:19.176248,3651,11 dagen,Arabica,2020-08-21,67.71%,100 units,7613,35,2021-10-09 12:04:03,Filling Machine 4,Packager 2,506.54 euros,2021-10-09 12:58:21.556372,2021-10-09 14:15:01.950796,3095,4.13 hours,India,Herziening vereist,1.00 kg CO2/kg,0.26%,Matig,2021-10-09 13:14:02.378377,4,,2020-09-23,1.39%,231.0 kWh
49,Voldoet,2021-08-11 05:21:44.354484,1.23 kg,Licht,3.14 uur,Grinder 5,Herziening vereist,9440,2021-08-11 02:53:35.719004,3310,9 dagen,Arabica,2022-12-23,88.06%,500 units,3889,44,2021-08-11 02:39:33,Filling Machine 2,Packager 2,456.77 euros,2021-08-11 03:33:52.743017,2021-08-11 04:57:00.491689,6213,3.14 hours,Malawi,Afgekeurd,6.44 kg CO2/kg,0.60%,Zeer Hoog,2021-08-11 03:52:59.381411,2,4.0,2023-08-14,2.88%,245.0 kWh
65,Voldoet gedeeltelijk,2021-01-03 16:52:45.417610,1.00 kg,Medium,4.31 uur,Grinder 4,Geen,3779,2021-01-03 14:40:33.690583,2048,19 dagen,Liberica,2021-07-09,95.72%,500 units,5718,52,2021-01-03 14:10:16,Filling Machine 3,Packager 2,515.30 euros,2021-01-03 15:04:46.450823,2021-01-03 16:35:28.546693,7128,4.31 hours,Panama,Goedgekeurd,4.15 kg CO2/kg,0.92%,Hoog,2021-01-03 15:20:40.748690,3,,2022-06-19,2.85%,-100 kWh
69,Voldoet,2021-05-19 06:30:23.757026,1.07 kg,Licht,3.76 uur,Grinder 1,Geen,6112,2021-05-19 03:57:03.666986,2821,12 dagen,Excelsa,2021-09-13,84.74%,100 units,236,54,2021-05-19 03:36:14,Filling Machine 4,Packager 1,487.90 euros,2021-05-19 04:29:50.109238,2021-05-19 06:06:44.368960,3199,3.76 hours,Madagascar,Goedgekeurd,6.35 kg CO2/kg,0.92%,Laag,2021-05-19 04:51:08.277788,2,6.0,2021-11-30,0.80%,395.0 kWh
33,Voldoet gedeeltelijk,2020-01-15 16:11:19.756025,1.04 kg,Licht,3.51 uur,Grinder 1,Geen,5893,2020-01-15 14:18:04.678781,80,19 dagen,Excelsa,2021-07-17,61.74%,300 units,1715,49,2020-01-15 13:59:58,Filling Machine 2,Packager 3,475.42 euros,2020-01-15 14:53:16.796335,2020-01-15 15:43:49.245795,5199,500 hours,Venezuela,Herziening vereist,8.60 kg CO2/kg,1.51%,Matig,2020-01-15 15:04:56.068271,1,4.0,2021-09-18,2.05%,420.0 kWh
28,Voldoet,2022-05-16 06:25:01.196510,0.97 kg,Medium,4.33 uur,Grinder 5,Geen,7693,2022-05-16 03:56:09.455330,4930,15 dagen,Liberica,2023-05-20,74.91%,100 units,6616,59,0000-00-00 00:00:00,Filling Machine 2,Packager 1,516.31 euros,2022-05-16 04:26:58.458668,31-02-2025 25:61:61,4606,4.33 hours,Rwanda,Goedgekeurd,,1.31%,Matig,onbekend,7,2.0,2023-08-25,0.00%,243.0 kWh
42,Voldoet,onbekend,1.15 kg,Medium,3.76 uur,Grinder 4,Geen,3098,2023-08-28 09:36:54.921634,7503,15 dagen,Arabica,2023-02-16,58.44%,500 units,1839,51,2023-08-28 09:24:33,Filling Machine 5,Packager 3,487.96 euros,2023-08-28 10:23:02.630051,2023-08-28 11:31:40.978652,9267,3.76 hours,Jemen,Goedgekeurd,7.39 kg CO2/kg,0.99%,Hoog,2023-08-28 10:43:38.806611,onbekend,3.0,2023-08-05,2.30%,293.0 kWh
52,Voldoet,2023-07-05 18:35:46.059780,0.75 kg,Medium-Donker,4.34 uur,Grinder 4,Geen,2670,2023-07-05 16:58:10.831215,7232,17 dagen,Robusta,2021-07-11,78.15%,300 units,4715,-10,2023-07-05 16:30:14,Filling Machine 3,Packager 3,9999999.99,2023-07-05 17:15:54.095101,2023-07-05 18:10:28.799527,8658,4.34 hours,Haïti,Goedgekeurd,6.37 kg CO2/kg,0.51%,Laag,2023-07-05 17:27:28.777769,6,6.0,2022-06-11,2.25%,255.0 kWh
90,Voldoet,2021-09-06 05:32:28.522568,0.91 kg,Licht,abc uur,Grinder 1,Geen,3883,2021-09-06 03:17:01.656553,3457,18 dagen,Arabica,2021-06-29,89.28%,100 units,1230,59,2021-09-06 02:59:18,Filling Machine 1,Packager 2,531.85 euros,2021-09-06 04:06:06.094564,2021-09-06 05:13:42.930205,6030,4.64 hours,Ivoorkust,Goedgekeurd,9.35 kg CO2/kg,1.38%,Hoog,2021-09-06 04:24:15.683901,6,2.0,2022-04-04,3.89%,372.0 kWh
